Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Visibility_Ratio_OutletSize,Outlet_Years,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
NCH55,16.35,0.060706749,Household,127.502,OUT019,0,0,379.506,1.5265977724722233,0.8666428964189805,28,1,0,1,0,0,0,0,0,1
FDO32,6.36,0.120788077,Fruits and Vegetables,45.706,OUT045,0,1,838.908,0.9315179253115251,1.7243573511762067,11,1,0,0,1,0,0,0,1,0
FDS59,14.8,0.076851759,Breads,111.857,OUT019,0,0,109.857,1.5315372034225911,1.0971272899929703,28,0,1,1,0,0,0,0,1,0
FDR59,14.5,0.063810405,Breads,263.2594,OUT013,2,2,2878.2534,0.9288589821273375,0.8032891929625462,26,0,1,0,1,0,0,0,1,0
FDS55,7.02,0.081328781,Fruits and Vegetables,150.0734,OUT045,0,1,4454.202,0.8735433135700846,1.161040765468514,11,1,0,0,1,0,0,0,1,0
FDT21,7.42,0.020387989,Snack Foods,247.1092,OUT035,0,1,4233.1564,0.9241490658304043,0.29105669682819474,9,1,0,0,1,0,0,0,1,0
NCR38,17.25,0.113518466,Household,253.5724,OUT046,0,0,5033.448,0.9222899157956831,1.620577181151301,16,1,0,0,1,0,0,0,0,1
FDJ22,18.75,0.052917345,Snack Foods,190.6504,OUT045,0,1,1342.2528,0.9241603511231075,0.7554422184855007,11,1,0,0,1,0,0,0,1,0
FDB57,20.25,0.018911474,Fruits and Vegetables,220.5772,OUT017,0,1,2446.1492,0.9275067597569864,0.26997813048615477,6,0,1,0,1,0,0,0,1,0
FDR52,12.65,0.075981306,Frozen Foods,192.3846,OUT013,2,2,1910.846,0.8740008608104843,0.9565048517867935,26,0,1,0,1,0,0,0,1,0
NCO41,12.5,0.018848862,Health and Hygiene,96.7384,OUT046,0,0,2167.8448,0.9296325975379103,0.269084288435239,16,1,0,0,1,0,0,0,0,1
FDG47,12.8,0.116527666,Starchy Foods,261.4252,OUT010,2,2,262.3252,1.4641166683897051,1.4669302722486894,15,1,0,1,0,0,0,0,1,0
FDB44,6.655,0.016347536555555556,Fruits and Vegetables,212.4586,OUT017,0,1,2743.7618,0.9,0.23337564048804246,6,1,0,0,1,0,0,0,1,0
FDY14,10.3,0.070040195,Dairy,263.0226,OUT046,0,0,4229.1616,0.8747287967366582,0.9998861487468255,16,1,0,0,1,0,0,0,1,0
NCN55,14.6,0.059827007,Others,239.2538,OUT017,0,1,3605.307,0.9383032611239481,0.8540837960299706,6,1,0,0,1,0,0,0,0,1
FDV48,9.195,0.051827123,Baking Goods,77.4644,OUT018,1,2,1414.1592,0.9370657509892218,0.8095771568854936,4,0,1,0,0,1,0,0,1,0
FDA21,13.65,0.03595391,Snack Foods,185.2924,OUT035,0,1,3146.5708,1.0154209051576577,0.5132740792953242,9,1,0,0,1,0,0,0,1,0
FDZ27,7.935,0.017182935,Dairy,51.235,OUT049,1,0,848.895,1.013130806470162,0.26840987612313033,14,1,0,0,1,0,0,0,1,0
FDW58,20.75,0.007546808,Snack Foods,104.1622,OUT013,2,2,1693.7952,0.9240653427490658,0.09500440104969225,26,1,0,0,1,0,0,0,1,0
FDH45,15.1,0.105831117,Fruits and Vegetables,41.6796,OUT049,1,0,784.3124,0.9237238308855915,1.6531586137026364,14,0,1,0,1,0,0,0,1,0
FDH38,6.425,0.018275994,Canned,115.2808,OUT019,0,0,117.1808,1.614810619351704,0.2609060876426756,28,1,0,1,0,0,0,0,1,0
FDL43,10.1,0.027064381,Meat,76.367,OUT046,0,0,765.67,0.9222899107411503,0.3863681374146196,16,1,0,0,1,0,0,0,1,0
FDD38,16.75,0.0085496723,Canned,100.3674,OUT027,1,2,1833.6132,0.9090909090909091,0.1335520667997847,28,0,1,0,0,0,1,0,1,0
FDV02,16.75,0.06063976,Dairy,173.0106,OUT049,1,0,3593.3226,1.0006230342762414,0.9472369225476528,14,1,0,0,1,0,0,0,1,0
NCF31,9.13,0.051847425,Household,152.8024,OUT046,0,0,1214.4192,0.9222899211836104,0.7401681578083824,16,1,0,0,1,0,0,0,0,1
NCN05,8.235,0.014518575,Health and Hygiene,182.195,OUT018,1,2,2380.235,1.0031395580601807,0.22679064532539853,4,1,0,0,0,1,0,0,0,1
FDZ16,16.85,0.159722816,Frozen Foods,194.1478,OUT013,2,2,5812.434,0.871049857565493,2.0107004799976624,26,0,1,0,1,0,0,0,1,0
NCT18,14.6,0.05911748,Household,181.5976,OUT027,1,2,4165.2448,0.8704928783071336,0.9234578076161979,28,1,0,0,0,0,1,0,0,1
NCP50,17.35,0.020555958,Others,79.4618,OUT035,0,1,1772.3596,0.9250902927397863,0.29345460386598715,9,1,0,0,1,0,0,0,0,1
FDW13,8.5,0.171383506,Canned,50.5324,OUT019,0,0,207.7296,1.5315371994907099,2.446652151283537,28,1,0,1,0,0,0,0,1,0
NCS53,14.5,0.090286009,Health and Hygiene,159.9604,OUT017,0,1,2218.4456,0.927506760114542,1.288913170854696,6,1,0,0,1,0,0,0,0,1
DRG03,14.5,0.061986574,Dairy,153.0998,OUT046,0,0,4921.5936,0.9296325993091907,0.8849135378745034,16,1,0,0,1,0,0,1,0,0
DRE60,9.395,0.160235723,Soft Drinks,227.872,OUT017,0,1,1584.604,0.9275067663812449,2.287507622760518,6,1,0,0,1,0,0,1,0,0
FDK21,7.905,0.010032624,Snack Foods,248.3408,OUT045,0,1,751.0224,0.9315179244767191,0.14322464083923483,11,1,0,0,1,0,0,0,1,0
FDF52,9.3,0.116928924,Frozen Foods,183.3292,OUT019,0,0,364.8584,1.5265977811755755,1.6692645058379727,28,1,0,1,0,0,0,0,1,0
NCN43,12.15,0.011835436,Others,121.373,OUT019,0,0,246.346,1.525770040824557,0.16896138739732994,28,1,0,1,0,0,0,0,0,1
FDW13,8.5,0.097884718,Canned,52.5324,OUT046,0,0,1194.4452,0.8747287902877764,1.3973915078647206,16,1,0,0,1,0,0,0,1,0
FDW14,8.3,0.038204311,Dairy,87.7198,OUT035,0,1,1831.6158,1.0113668344211442,0.5454005573701783,9,0,1,0,1,0,0,0,1,0
FDG24,7.975,0.014631149,Baking Goods,84.525,OUT046,0,0,416.125,0.9990697618997605,0.2088726798283609,16,1,0,0,1,0,0,0,1,0
FDR19,13.5,0.160044589,Fruits and Vegetables,145.4102,OUT045,0,1,3499.4448,0.8765027667437167,2.2847790147211686,11,0,1,0,1,0,0,0,1,0
NCG06,16.35,0.02930277,Household,256.1646,OUT027,1,2,5926.2858,0.9942316982905025,0.45773046722021465,28,1,0,0,0,0,1,0,0,1
FDK10,5.785,0.040351229,Snack Foods,181.366,OUT035,0,1,1977.426,0.9988808481292178,0.576049723476801,9,0,1,0,1,0,0,0,1,0
DRK12,9.5,0.042123243,Soft Drinks,32.09,OUT017,0,1,432.77,1.0172798995389856,0.6013468011617711,6,1,0,0,1,0,0,1,0,0
FDY55,16.75,0.081485126,Fruits and Vegetables,258.0988,OUT045,0,1,8994.958,1.1249769280108513,1.1632727295560759,11,1,0,0,1,0,0,0,1,0
FDV04,7.825,0.149288779,Frozen Foods,158.4288,OUT027,1,2,2985.4472,0.9251308187650495,2.3319987346727076,28,0,1,0,0,0,1,0,1,0
FDE23,17.6,0.04539339177777778,Starchy Foods,46.006,OUT046,0,0,326.242,0.8181818181818182,0.6480310867672203,16,0,1,0,1,0,0,0,1,0
FDI08,18.2,0.066567121,Fruits and Vegetables,250.2092,OUT018,1,2,2988.1104,1.0031395353187242,1.0398265896648873,4,0,1,0,0,1,0,0,1,0
DRA12,11.6,0.068535039,Soft Drinks,143.0154,OUT010,2,2,283.6308,1.6049703927541143,0.8627661298806462,15,1,0,1,0,0,0,1,0,0
FDF22,6.865,0.057062186,Snack Foods,212.0218,OUT018,1,2,2350.9398,0.8782920670726356,0.8913526283824632,4,1,0,0,0,1,0,0,1,0
FDQ57,7.275,0.027991093,Snack Foods,145.976,OUT049,1,0,3515.424,0.9511948259368035,0.4372411235147558,14,1,0,0,1,0,0,0,1,0
FDP07,18.2,0.089901774,Fruits and Vegetables,197.511,OUT046,0,0,392.822,1.011558117609545,1.2834278740995437,16,1,0,0,1,0,0,0,1,0
DRE37,13.5,0.09169146077777778,Soft Drinks,189.1872,OUT035,0,1,1890.872,0.9,1.308977246423469,9,1,0,0,1,0,0,1,0,0
DRF25,9.0,0.038892859,Soft Drinks,36.119,OUT013,2,2,1098.57,0.9215224137155673,0.4896100145127758,26,1,0,0,1,0,0,1,0,0
DRF03,19.1,0.045270426,Dairy,38.8138,OUT013,2,2,731.0484,0.9288589788508692,0.5698952070059838,26,1,0,0,1,0,0,1,0,0
FDN51,17.85,0.020942867,Meat,260.2936,OUT035,0,1,4175.8976,0.9988808485642803,0.29897807435212,9,0,1,0,1,0,0,0,1,0
FDD21,10.3,0.030693756,Fruits and Vegetables,114.2176,OUT018,1,2,2175.8344,1.0705435143018922,0.47945867488374877,4,0,1,0,0,1,0,0,1,0
NCY42,6.38,0.015162573,Household,145.147,OUT046,0,0,3006.087,0.9222899357543882,0.21645923061839847,16,1,0,0,1,0,0,0,0,1
FDH28,15.85,0.11483888260000001,Frozen Foods,37.0506,OUT027,1,2,986.7156,0.9090909090909091,1.793866429267451,28,0,1,0,0,0,1,0,1,0
NCZ29,15.0,0.119461188,Health and Hygiene,126.3362,OUT010,2,2,503.3448,1.5560143914833968,1.5038594614603529,15,1,0,1,0,0,0,0,0,1
FDN60,15.1,0.095158081,Baking Goods,159.2604,OUT046,0,0,2852.2872,0.9222899132697234,1.3584663368402738,16,1,0,0,1,0,0,0,1,0
NCW06,16.2,0.050545502,Household,191.6162,OUT018,1,2,1731.7458,0.936826441150535,0.7895573096447979,4,1,0,0,0,1,0,0,0,1
NCS30,5.945,0.093405156,Household,129.3652,OUT018,1,2,4391.6168,0.9374576596354075,1.459056113011058,4,1,0,0,0,1,0,0,0,1
FDW26,11.8,0.179191782,Dairy,224.2772,OUT010,2,2,667.1316,1.4641166687548717,2.2557891921905293,15,0,1,1,0,0,0,0,1,0
FDQ01,19.7,0.160951491,Canned,256.1014,OUT049,1,0,3060.0168,1.0006230390488942,2.51417873379275,14,0,1,0,1,0,0,0,1,0
FDH27,7.075,0.102157958,Dairy,145.0128,OUT019,0,0,143.8128,1.5315371954810006,1.4583958138388955,28,1,0,1,0,0,0,0,1,0
NCX41,19.0,0.017791458,Health and Hygiene,211.9244,OUT018,1,2,2117.244,0.9354009289605983,0.2779154456342805,4,1,0,0,0,1,0,0,0,1
FDH58,12.3,0.036997104,Snack Foods,115.9834,OUT049,1,0,2073.3012,1.0218134165636972,0.5779215309581611,14,1,0,0,1,0,0,0,1,0
DRB25,12.3,0.116261335,Soft Drinks,107.0938,OUT010,2,2,214.3876,1.4641166704983952,1.4635775147469792,15,1,0,1,0,0,0,1,0,0
FDG45,8.1,0.12829573,Fruits and Vegetables,210.4902,OUT045,0,1,5309.755,1.0131933252859688,1.831535782708237,11,1,0,0,1,0,0,0,1,0
FDP11,15.85,0.069100548,Breads,216.6166,OUT046,0,0,4136.6154,0.8747287974557416,0.9864718511422641,16,1,0,0,1,0,0,0,1,0
FDV19,14.85,0.035257037,Fruits and Vegetables,161.2578,OUT046,0,0,4171.9028,0.874728797948461,0.5033255967113502,16,0,1,0,1,0,0,0,1,0
FDT32,19.0,0.065633934,Fruits and Vegetables,186.5214,OUT046,0,0,2261.0568,0.8747287926866022,0.936982849553222,16,0,1,0,1,0,0,0,1,0
NCU53,5.485,0.042743728,Health and Hygiene,166.2842,OUT035,0,1,1989.4104,0.9323494949131489,0.610204777028417,9,1,0,0,1,0,0,0,0,1
NCA30,19.0,0.129309277,Household,188.8872,OUT035,0,1,3592.6568,0.9328695816547311,1.846005068614764,9,1,0,0,1,0,0,0,0,1
FDH20,16.1,0.02404980188888889,Fruits and Vegetables,98.441,OUT017,0,1,868.869,0.9,0.34333233636492927,6,0,1,0,1,0,0,0,1,0
DRD25,6.135,0.08238455419999999,Soft Drinks,114.286,OUT046,0,0,2376.906,0.909090909090909,1.1761128679790525,16,1,0,0,1,0,0,1,0,0
FDK25,11.6,0.156802171,Breakfast,168.0474,OUT035,0,1,4379.6324,0.9221155213323123,2.2384906106605094,9,0,1,0,1,0,0,0,1,0
FDF02,16.2,0.103634038,Canned,101.399,OUT049,1,0,1031.99,0.9228711831359133,1.6188386501910053,14,1,0,0,1,0,0,0,1,0
FDC04,15.6,0.045055587,Dairy,242.3854,OUT049,1,0,2416.854,0.923723838593033,0.703800865528789,14,1,0,0,1,0,0,0,1,0
FDH21,10.395,0.031199028,Seafood,159.4604,OUT013,2,2,316.9208,0.8740008636798245,0.3927547869871047,26,1,0,0,1,0,0,0,1,0
DRG03,14.5,0.062239081,Dairy,154.2998,OUT018,1,2,1691.7978,0.933419528052079,0.9722194736363418,4,1,0,0,0,1,0,1,0,0
NCY06,15.25,0.06153089,Household,132.2968,OUT017,0,1,1696.4584,0.9348909805036207,0.8784082430248025,6,1,0,0,1,0,0,0,0,1
FDM08,10.1,0.053692878,Fruits and Vegetables,222.9088,OUT045,0,1,5145.3024,0.9348486476348349,0.766513642609835,11,0,1,0,1,0,0,0,1,0
NCD31,12.1,0.01545846,Household,166.0526,OUT049,1,0,3617.9572,0.9310779175899766,0.24147232900865687,14,1,0,0,1,0,0,0,0,1
FDU09,7.71,0.06627464,Snack Foods,54.1956,OUT027,1,2,3002.758,0.917064388715243,1.0352578248422086,28,0,1,0,0,0,1,0,1,0
FDB49,8.3,0.030274175,Baking Goods,98.5384,OUT018,1,2,1872.2296,0.8623408381692206,0.4729045161074036,4,0,1,0,0,1,0,0,1,0
FDQ58,7.315,0.015332872,Snack Foods,154.034,OUT045,0,1,612.536,1.0529325080628444,0.21889040048086725,11,1,0,0,1,0,0,0,1,0
FDJ58,15.6,0.10589167,Snack Foods,172.6764,OUT017,0,1,2920.1988,0.879676614211223,1.5116978772070773,6,0,1,0,1,0,0,0,1,0
NCN30,16.35,0.016910914,Household,96.641,OUT027,1,2,1544.656,0.9251308244145356,0.2641607113027495,28,1,0,0,0,0,1,0,0,1
FDA52,16.2,0.128621941,Frozen Foods,175.537,OUT049,1,0,3528.74,0.8731307068988046,2.0091677731730098,14,0,1,0,1,0,0,0,1,0
NCN42,20.25,0.014153743,Household,145.6418,OUT027,1,2,3825.6868,0.9284386792675153,0.22109170553858365,28,1,0,0,0,0,1,0,0,1
FDF04,17.5,0.013637046,Frozen Foods,258.5304,OUT046,0,0,6199.9296,0.9247470279398492,0.19468097433514142,16,1,0,0,1,0,0,0,1,0
FDY15,18.25,0.171523928,Dairy,155.863,OUT018,1,2,2346.945,0.9260469344185481,2.6793278486261354,4,0,1,0,0,1,0,0,1,0
FDT03,21.25,0.009950343,Meat,185.5608,OUT027,1,2,3307.6944,0.8704928603543214,0.15543155648395673,28,1,0,0,0,0,1,0,1,0
DRL59,16.75,0.037160705,Hard Drinks,54.2298,OUT019,0,0,161.7894,1.6148105943354945,0.5305021524735462,28,1,0,1,0,0,0,1,0,0
FDW08,12.1,0.148986013,Fruits and Vegetables,106.528,OUT018,1,2,1171.808,1.019750119762025,2.3272693107090894,4,1,0,0,0,1,0,0,1,0
FDO50,16.25,0.078103689,Canned,91.1804,OUT013,2,2,1929.4884,0.9495287061693614,0.9832228663053886,26,1,0,0,1,0,0,0,1,0
FDP26,7.785,0.140121306,Dairy,102.5306,OUT018,1,2,1358.8978,0.952590366674943,2.188796173975589,4,1,0,0,0,1,0,0,1,0
FDX01,10.1,0.040446145,Canned,118.115,OUT010,2,2,116.515,1.5560144004445775,0.509163845230196,15,1,0,1,0,0,0,0,1,0
FDU22,12.35,0.093824276,Snack Foods,119.9124,OUT017,0,1,2014.7108,0.929977793613475,1.3394250828199321,6,1,0,0,1,0,0,0,1,0
FDQ08,15.7,0.018926773,Fruits and Vegetables,60.2536,OUT035,0,1,1163.8184,0.8745634061684376,0.2701965373336753,9,0,1,0,1,0,0,0,1,0
NCN54,20.35,0.021322439,Household,79.1328,OUT035,0,1,1235.7248,0.9221155400754908,0.3043968026302484,9,1,0,0,1,0,0,0,0,1
FDR01,5.405,0.05336162,Canned,200.1742,OUT027,1,2,6171.3002,0.9178236895299302,0.833547110195642,28,0,1,0,0,0,1,0,1,0
FDB53,13.35,0.138777108,Frozen Foods,147.5392,OUT027,1,2,5219.872,0.9207846244093855,2.167798828722001,28,1,0,0,0,0,1,0,1,0
DRN47,12.1,0.016823566,Hard Drinks,178.566,OUT035,0,1,3775.086,0.8714395286899324,0.24017138467315854,9,1,0,0,1,0,0,1,0,0
FDR39,20.35,0.083799283,Meat,184.1292,OUT046,0,0,2189.1504,0.9990697499107175,1.196309381300485,16,1,0,0,1,0,0,0,1,0
NCL30,18.1,0.048940428,Household,127.5336,OUT046,0,0,1789.6704,0.9990697469186725,0.6986681871879612,16,1,0,0,1,0,0,0,0,1
FDT02,12.6,0.02429329,Dairy,33.4874,OUT018,1,2,105.8622,1.0182233244338221,0.3794787653868958,4,1,0,0,0,1,0,0,1,0
FDT25,7.5,0.050829881,Canned,122.7072,OUT049,1,0,1470.0864,0.8760887625911684,0.7939995153658822,14,1,0,0,1,0,0,0,1,0
FDH53,20.5,0.016374762666666667,Frozen Foods,83.2592,OUT017,0,1,1155.8288,0.8181818181818182,0.23376431746680076,6,0,1,0,1,0,0,0,1,0
DRB48,16.75,0.024994069,Soft Drinks,37.4822,OUT017,0,1,549.9508,0.9383236750426668,0.35681259016943656,6,0,1,0,1,0,0,1,0,0
FDX16,17.85,0.110152524,Frozen Foods,150.205,OUT010,2,2,149.805,1.56246090340769,1.386675607320585,15,1,0,1,0,0,0,0,1,0
FDH48,13.5,0.060603014,Baking Goods,85.554,OUT045,0,1,1731.08,0.9146334823301867,0.8651619869263634,11,1,0,0,1,0,0,0,1,0
FDF20,12.85,0.033192524,Fruits and Vegetables,199.0768,OUT013,2,2,3153.2288,0.8740008571877181,0.417850283450637,26,1,0,0,1,0,0,0,1,0
FDJ03,12.35,0.121174241,Dairy,47.8692,OUT010,2,2,49.2692,1.5560143950342649,1.5254245488763012,15,0,1,1,0,0,0,0,1,0
DRJ35,10.1,0.046848053,Hard Drinks,60.6878,OUT017,0,1,363.5268,1.0207596931839658,0.6687976709724632,6,1,0,0,1,0,0,1,0,0
NCN17,11.0,0.05489331,Health and Hygiene,101.9358,OUT013,2,2,1105.8938,1.014242183326612,0.6910346782619992,26,1,0,0,1,0,0,0,0,1
FDN09,14.15,0.034868095,Snack Foods,243.7828,OUT035,0,1,6579.4356,0.9330875619527813,0.4977731033399956,9,1,0,0,1,0,0,0,1,0
NCR30,20.6,0.070933894,Household,74.8696,OUT013,2,2,223.7088,0.8707097254669466,0.8929645637721747,26,1,0,0,1,0,0,0,0,1
FDW23,5.765,0.0821398,Baking Goods,37.2164,OUT049,1,0,579.246,0.923723828334359,1.28308310208813,14,1,0,0,1,0,0,0,1,0
DRN35,8.01,0.117580062,Hard Drinks,36.6532,OUT010,2,2,71.9064,1.556014388715757,1.4801785557146385,15,1,0,1,0,0,0,1,0,0
FDL08,10.8,0.049819857,Fruits and Vegetables,243.2144,OUT045,0,1,1225.072,1.0170768207675873,0.7112228192232699,11,1,0,0,1,0,0,0,1,0
DRL35,15.7,0.030877303,Hard Drinks,42.177,OUT017,0,1,735.709,1.0573884423486344,0.44080099406289197,6,1,0,0,1,0,0,1,0,0
NCS42,8.6,0.069524391,Household,91.8146,OUT049,1,0,2371.5796,0.9237238340263986,1.0860212865756682,14,1,0,0,1,0,0,0,0,1
NCY29,13.65,0.076860103,Health and Hygiene,55.993,OUT027,1,2,1471.418,0.8704928737410446,1.200610415219579,28,1,0,0,0,0,1,0,0,1
FDO32,6.36,0.121034655,Fruits and Vegetables,47.506,OUT018,1,2,1071.938,0.9334195354099082,1.8906488766416107,4,1,0,0,0,1,0,0,1,0
NCU17,5.32,0.092865746,Health and Hygiene,100.6674,OUT035,0,1,2648.5524,0.9245721898384187,1.3257412135765885,9,1,0,0,1,0,0,0,0,1
FDY03,17.6,0.075753207,Meat,111.1202,OUT027,1,2,3150.5656,0.8704928749526091,1.183319898888045,28,0,1,0,0,0,1,0,1,0
NCI30,20.25,0.103188491,Household,244.346,OUT019,0,0,246.346,1.5315371986853896,1.4731075900200798,28,1,0,1,0,0,0,0,0,1
FDI04,13.65,0.072559351,Frozen Foods,199.3426,OUT027,1,2,3757.1094,0.8704928826132966,1.133429557493218,28,0,1,0,0,0,1,0,1,0
FDC35,7.435,0.122735471,Starchy Foods,205.2638,OUT013,2,2,3520.0846,0.8740008625298294,1.5450783841203952,26,1,0,0,1,0,0,0,1,0
FDN38,6.615,0.091971856,Canned,251.6408,OUT046,0,0,6008.1792,0.8747287948448433,1.3129801378899304,16,0,1,0,1,0,0,0,1,0
FDJ48,11.3,0.056434817,Baking Goods,247.8118,OUT046,0,0,2964.1416,0.9332640252970924,0.8056572633094735,16,1,0,0,1,0,0,0,1,0
FDH57,10.895,0.035740763,Fruits and Vegetables,131.9284,OUT035,0,1,659.142,0.874563394435478,0.5102312160801813,9,1,0,0,1,0,0,0,1,0
FDI40,11.5,0.125602951,Frozen Foods,100.8358,OUT046,0,0,2111.2518,0.9222899127461547,1.7930939647815975,16,0,1,0,1,0,0,0,1,0
FDF50,4.905,0.116762173,Canned,198.9768,OUT027,1,2,4729.8432,1.060459523084808,1.823909616767887,28,1,0,0,0,0,1,0,1,0
FDA07,7.55,0.030918873,Fruits and Vegetables,123.9072,OUT013,2,2,1102.5648,0.8740008522780018,0.3892280034812733,26,0,1,0,1,0,0,0,1,0
FDZ60,20.5,0.119848041,Baking Goods,109.4596,OUT018,1,2,431.4384,0.9177307795624409,1.8721131074761002,4,1,0,0,0,1,0,0,1,0
FDW38,5.325,0.139464425,Dairy,53.2298,OUT017,0,1,1240.3854,1.0069710325557437,1.990978848651699,6,0,1,0,1,0,0,0,1,0
NCF55,6.675,0.021666335,Household,33.3874,OUT046,0,0,1235.059,0.9990697384773308,0.30930622424178783,16,1,0,0,1,0,0,0,0,1
FDR37,16.5,0.066249551,Breakfast,183.3292,OUT046,0,0,2006.7212,0.939022828159118,0.945771330385308,16,0,1,0,1,0,0,0,1,0
FDZ33,10.195,0.107564024,Snack Foods,149.0076,OUT049,1,0,1182.4608,0.9330543725412987,1.6802278747574506,14,1,0,0,1,0,0,0,1,0
FDV01,19.2,0.085122855,Canned,155.4314,OUT045,0,1,3568.0222,0.8853745210624089,1.2152045501341686,11,0,1,0,1,0,0,0,1,0
FDI02,15.7,0.115031783,Canned,114.1202,OUT018,1,2,787.6414,1.0031395391471534,1.796879673074059,4,0,1,0,0,1,0,0,1,0
DRH25,18.7,0.014580886,Soft Drinks,50.2324,OUT013,2,2,623.1888,0.9322492462846563,0.1835542047980872,26,1,0,0,1,0,0,1,0,0
NCY29,13.65,0.077548732,Health and Hygiene,55.093,OUT018,1,2,452.744,0.8782920649176609,1.2113672984054138,4,1,0,0,0,1,0,0,0,1
FDR04,7.075,0.022457694,Frozen Foods,98.6068,OUT027,1,2,2430.17,0.9289636143223327,0.35080542785916186,28,1,0,0,0,0,1,0,1,0
FDR44,6.11,0.103129612,Fruits and Vegetables,129.5968,OUT045,0,1,2348.9424,1.013609583803716,1.4722670398680984,11,0,1,0,1,0,0,0,1,0
FDJ41,6.85,0.023012718,Frozen Foods,262.0594,OUT017,0,1,1569.9564,0.8796766325188194,0.32852704041181996,6,1,0,0,1,0,0,0,1,0
FDL43,10.1,0.026933321,Meat,78.467,OUT027,1,2,3292.381,0.917823696801074,0.4207179596032054,28,1,0,0,0,0,1,0,1,0
FDB21,7.475,0.149360698,Fruits and Vegetables,243.4854,OUT017,0,1,1691.7978,0.9295522034711279,2.1322569575564096,6,1,0,0,1,0,0,0,1,0
NCU42,9.0,0.019586115,Household,170.2474,OUT018,1,2,4211.185,1.0031395109197345,0.3059492863636733,4,1,0,0,0,1,0,0,0,1
FDY21,15.1,0.1519549118,Snack Foods,195.211,OUT013,2,2,3142.576,0.8333333333333334,1.9129127681687161,26,1,0,0,1,0,0,0,1,0
FDK58,11.35,0.03877750711111111,Snack Foods,101.5016,OUT046,0,0,202.4032,0.8181818181818182,0.5535834422410092,16,0,1,0,1,0,0,0,1,0
DRD13,15.0,0.049155769,Soft Drinks,65.2168,OUT049,1,0,958.752,1.0006230386562822,0.767848674747778,14,1,0,0,1,0,0,1,0,0
FDU35,6.44,0.06759021100000001,Breads,98.27,OUT046,0,0,2396.88,0.8181818181818183,0.9649104456344721,16,1,0,0,1,0,0,0,1,0
FDX23,6.445,0.049697923,Baking Goods,95.0436,OUT010,2,2,94.5436,1.5560143977944958,0.6256315793417195,15,1,0,1,0,0,0,0,1,0
FDQ39,14.8,0.081206491,Meat,189.2846,OUT045,0,1,1719.7614,0.9348486362098873,1.159294966829172,11,1,0,0,1,0,0,0,1,0
FDR31,6.46,0.048924811,Fruits and Vegetables,147.4102,OUT027,1,2,3207.8244,0.8704928769458936,0.7642409436954491,28,0,1,0,0,0,1,0,1,0
FDS28,8.18,0.082386011,Frozen Foods,56.6588,OUT035,0,1,687.1056,0.9221155241536665,1.176133665096215,9,0,1,0,1,0,0,0,1,0
DRN36,15.2,0.050279604,Soft Drinks,94.1752,OUT045,0,1,2109.2544,0.9267104983939274,0.7177861170157432,11,1,0,0,1,0,0,1,0,0
FDX60,14.35,0.080203852,Baking Goods,77.996,OUT027,1,2,2716.464,0.9942317078011906,1.2528421937182372,28,1,0,0,0,0,1,0,1,0
NCB54,8.76,0.050335829,Health and Hygiene,126.2336,OUT017,0,1,1406.1696,0.9275067625352093,0.7185887789545528,6,1,0,0,1,0,0,0,0,1
FDC15,18.1,0.178694026,Dairy,158.9288,OUT018,1,2,1571.288,0.9334195350493179,2.7913299667724654,4,1,0,0,0,1,0,0,1,0
NCP17,19.35,0.027580163,Health and Hygiene,62.2168,OUT027,1,2,1661.8368,1.0457129131607557,0.4308220996171924,28,1,0,0,0,0,1,0,0,1
FDY39,5.305,0.04710181,Meat,181.8608,OUT049,1,0,4594.02,0.8723848099118144,0.7357643491798823,14,0,1,0,1,0,0,0,1,0
FDH33,12.85,0.121914662,Snack Foods,43.5428,OUT049,1,0,615.1992,0.9257609285604776,1.9043952226446357,14,1,0,0,1,0,0,0,1,0
FDG09,20.6,0.047704151,Fruits and Vegetables,187.2556,OUT027,1,2,4506.1344,0.8704928872093305,0.7451733513785104,28,0,1,0,0,0,1,0,1,0
FDO10,13.65,0.01268995,Snack Foods,56.4588,OUT027,1,2,973.3996,1.065134403880611,0.19822619986100848,28,0,1,0,0,0,1,0,1,0
FDD39,16.7,0.06981517,Dairy,214.385,OUT027,1,2,4327.7,0.9178236796577197,1.090563464926992,28,1,0,0,0,0,1,0,1,0
FDJ09,15.0,0.058513255,Snack Foods,46.9744,OUT045,0,1,679.116,1.0674709986882716,0.8353288164402016,11,1,0,0,1,0,0,0,1,0
DRQ35,9.3,0.042357203,Hard Drinks,123.2388,OUT049,1,0,1857.582,0.9237238391901701,0.6616501552355453,14,1,0,0,1,0,0,1,0,0
FDV38,19.25,0.101932076,Dairy,54.5956,OUT049,1,0,764.3384,0.8760887636088278,1.5922527724241233,14,1,0,0,1,0,0,0,1,0
FDJ60,19.35,0.062476391,Baking Goods,164.5184,OUT013,2,2,1651.184,0.9288589845492151,0.7864957087422103,26,0,1,0,1,0,0,0,1,0
